0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
2.63144962e-09,-1.15570496e-14,-1.22001243e-09,-2.18494418e-05,-3.35643382e-09,1.93281211e-07,-5.9362115e-12,1.29735876e-05,-3.67436067e-06,4.67352685e-15,-2.82570697e-14,-7.79918131e-06,-2.0384626e-12,1.34817949e-15,-2.59734193e-13,-1.17729581e-06,-2.83658805e-13,2.39892435e-16,-0.000229307907,-2.79291714e-10,-6.47098452e-12,-7.81150363e-07,4.28211018e-10,4.74485625e-14,-1.80519026e-11,-9.79059315e-11,2.85933372e-14,6.81358964e-11,-1.29664965e-09,-2.6997e-319,-1.89569929e-09,-1.20692256e-11
0.0042376887,-0.000322206021,-0.0107596927,0.00574763816,0.214745071,-0.278119672,-0.208188206,0.288423143,0.0067088765,0.00650822427,-0.000134304906,-0.00603239849,-0.211906625,0.28217628,0.199844773,-0.289840046,0.00808975568,0.000679681317,-0.00233217267,-0.002490116,0.218052672,-0.272775574,-0.199664603,0.283820963,0.00613844552,0.00153571247,-0.00705644004,-0.00969576375,-0.20801952,0.280170382,0.198290474,-0.280281441
1.96166904e-08,1.77492087e-10,-5.91454856e-05,-1.23883025e-12,3.36202868e-10,-1.16231474e-08,6.82415808e-09,2.48825292e-07,3.65973241e-15,-2.92927847e-14,-1.60533366e-05,-1.72933346e-12,-3.75958326e-14,4.88455473e-06,2.11651225e-14,-7.81591686e-05,1.35763046e-10,-9.6477357e-08,1.06208238e-10,-0.000713534576,-1.66531006e-12,1.08576397e-05,-0.000692238659,-1.16487497e-06,4.35932477e-07,1.32749551e-15,-8.68688584e-10,1.13576138e-09,3.98375555e-05,-3.58820172e-08,-6.43908367e-14,-2.10904577e-09
-0.0029244888,0.000736300887,0.00550444567,-0.0166115044,-0.00689918207,-0.00205293352,0.401414331,-0.336112848,-0.0106722374,-0.012130711,-0.00149750556,0.0152680587,0.00455009614,0.00297024966,-0.408925304,0.335496804,-0.00688824327,0.00710776316,0.00410920662,-0.0160994803,-0.00169860508,-0.00872559141,0.399867246,-0.337774953,-0.0118350088,-0.000131753779,-0.00168620452,0.00709788446,-0.00554162969,-0.00890227282,-0.406470915,0.329635299
-1.45512095e-12,4.09580771e-13,-2.12684052e-10,-3.01045913e-12,-3.2201876e-05,-7.54532896e-09,-4.7258701e-11,9.95064386e-16,5.30648283e-15,-1.34884969e-12,-2.43592068e-10,-1.28096487e-12,-1.30635528e-05,-3.76020333e-09,-1.16646673e-05,-1.46247359e-06,1.11761706e-12,-1.51990716e-14,-2.76743428e-08,-1.78378951e-13,2.07558974e-05,1.10806036e-05,5.6297414e-14,-1.17038959e-10,-4.64678989e-08,1.80731674e-05,1.01620123e-07,5.226524e-14,-4.52265096e-15,-0.000220553582,1.04936612e-10,-1.66279975e-10
0.01141797,-0.00939568,-0.00593296,-0.00455663,-0.00968618,-0.00441405,0.00227688,0.00827591,-0.00267002,-0.00112134,0.00429653,0.00705024,0.00391162,-0.00175722,-0.00521263,-0.00322238,-0.01189858,0.00033236,-0.14698909,0.14027481,0.01279699,-0.00660098,0.14469036,-0.13623978,0.00333069,0.00436971,0.14842893,-0.14858893,-0.00621237,0.00109105,-0.13275489,0.13750959
-2.83425018e-13,-3.24133843e-08,4.34538531e-15,-4.78545437e-08,-1.61529176e-05,-2.37434126e-14,-1.2388485e-15,-2.82254969e-06,3.69668263e-13,-4.5032068e-13,-1.34847854e-14,5.28784347e-07,-2.55189513e-15,-4.62050934e-15,3.58726614e-12,-1.08744017e-07,-8.06634863e-11,-9.47177116e-06,-1.17355927e-06,5.48379921e-10,8.77788191e-11,-4.09742847e-07,-3.03750401e-07,-9.19972829e-09,1.98488867e-15,-1.14877687e-11,-1.032503e-318,-1.1042781e-12,-1.17262672e-13,-1.08552822e-05,-6.62561564e-10,-4.3826791e-08
-0.00136951,0.00063647,0.00457551,-0.00355026,-0.00108358,-0.01445295,-0.00081514,0.00248274,-0.01008183,0.00043713,0.00274258,0.00519334,-0.00346783,-0.00289169,-0.00158846,-0.00545053,-0.05772673,0.33348645,0.04215323,-0.34025616,-0.04961794,0.33948956,0.03755959,-0.3487603,0.04828457,-0.33397054,-0.0390651,0.34498072,0.04325185,-0.34700546,-0.03669702,0.34286951
5.69551019e-14,4.28664146e-08,3.05392803e-06,6.55446941e-05,-2.74218148e-05,3.79972085e-15,-1.59828338e-10,6.03627731e-12,-1.9577128e-15,7.20255939e-16,4.05394229e-13,-3.6271303e-11,-4.80557986e-13,-3.87348779e-12,-3.20234538e-09,1.39505321e-14,1.19381612e-13,-1.70847522e-13,-1.26486021e-15,2.24359074e-07,9.89395007e-12,-4.49103945e-05,-3.07915555e-15,6.55633452e-09,3.05912613e-11,3.73764763e-15,-4.6111314e-08,8.73896501e-07,-1.23228882e-10,-4.90290238e-14,6.89248368e-11,-2.9163702e-10
3.66299806e-16,7.34107795e-09,-5.97235454e-11,-3.84116145e-07,-2.9249157e-11,-1.02678508e-08,5.66426344e-14,9.72055703e-16,1.73020487e-08,-8.31644963e-15,7.20808518e-10,2.03549386e-09,-6.19801197e-08,-1.11572678e-08,-0.000180087421,6.91070913e-05,1.56282958e-14,1.59011209e-08,8.17230298e-07,-6.30065619e-05,-5.32967258e-16,7.70346499e-07,-5.83810633e-14,-6.5329035e-16,-6.71552887e-13,1.27602373e-06,-1.72185871e-07,5.71877615e-11,3.63198281e-15,-3.60554063e-12,-4.63453768e-05,-9.90770125e-06
4.48047069e-09,5.6165748e-08,-8.63457726e-08,6.09568445e-08,3.22616047e-15,-4.66454492e-05,2.53983685e-12,3.56092276e-08,1.03597274e-12,-7.92806023e-08,-2.93779303e-15,-6.4039378e-06,8.19811728e-08,-1.68602415e-07,2.34256162e-14,4.39567047e-10,-1.38050653e-15,1.57936578e-13,3.4721331e-11,-3.03572153e-14,4.3093823e-13,-1.55965722e-10,-2.60757037e-10,-1.24258397e-06,1.40394817e-06,2.55591034e-11,0.000170581925,-8.26149352e-06,1.4158935e-14,3.08516272e-13,-6.68742204e-08,1.50956643e-06
3.88191441e-05,2.39664106e-05,7.12726799e-12,-5.23886073e-07,-3.43477657e-05,4.04986221e-05,1.07243335e-10,1.69127877e-07,2.5416633e-12,-5.00455801e-10,-3.51814779e-11,6.04276939e-14,1.21799693e-11,1.28575462e-06,-8.04170145e-17,-9.0314052e-07,-2.31947551e-14,6.27147052e-11,2.18366852e-10,9.65414636e-08,-9.84878405e-06,-8.07019108e-08,-6.70867973e-13,-1.70121007e-05,-2.91296981e-15,2.69478019e-15,-6.32497638e-06,-2.31164792e-05,-1.23704819e-11,-4.86319159e-08,-1.15699328e-14,-1.17492522e-11
-0.000190665424,0.342038315,-0.0030684533,-0.348041955,-0.00274984472,-0.00329007266,0.00708232074,-0.00743582178,0.00111661164,-0.350830977,-0.000885585933,0.353878322,0.0040702033,-0.0112304687,-0.000669022935,-0.010039578,-0.00574003189,-0.345756403,0.0110035936,0.341061056,0.0144956077,0.00417997201,0.0132831975,0.00153331757,0.00660680912,0.354966795,-0.0107452124,-0.364766303,0.000761598707,-0.00703027307,0.00160966157,0.00109148826
0.00239087354,-0.00425913403,-0.0291992365,-0.00308460738,0.0154049253,-0.00288045446,-0.0187278316,0.000284462638,0.42815961,0.0166945928,-0.402741085,0.0155303918,0.425792013,-0.0016557207,-0.405980453,0.00336502411,0.000162593345,-0.0100340475,0.0132953478,0.00188572361,0.00657446501,-0.0134031072,0.0210262473,0.0125389946,-0.426255455,-0.00710289436,0.395914009,-0.0102236408,-0.443479974,-0.0108019588,0.401474732,-0.00183758366
-0.00776998419,-0.00803417193,-0.00608437985,0.00884335398,0.000426195594,-0.0033588672,0.000537553223,-0.00916393725,-0.0127078225,0.448931305,0.0251706119,-0.452816216,0.0144910106,0.52798473,-0.0153451387,-0.537823431,0.00137327472,0.00327595662,-0.00940211993,-0.0118689585,-0.0132958181,-0.0105981102,0.0159604515,0.0181921274,0.0119885148,-0.450142989,-0.0105965443,0.457316948,-0.022706166,-0.532355145,0.00613249905,0.521322812
-0.000517325773,-0.301754612,-0.000482909799,-0.301888048,0.000983474953,0.299697955,0.00260515717,0.30015174,-0.00394729323,-0.29766389,0.0184895372,-0.299962865,-0.00041789407,0.295864429,0.00376350709,0.304803623,-0.00830736414,0.320280251,0.00211278278,0.318799644,-0.000314776113,-0.329572554,-0.00866524188,-0.329470927,-0.00950762017,0.315641665,0.00285768895,0.315715337,-0.00430079695,-0.318947272,-0.0120249444,-0.332643865
-1.20443144e-05,1.00836748e-13,2.20789912e-13,6.26879441e-15,-8.17304923e-05,-3.97572182e-10,-2.70310952e-06,-1.92488613e-13,7.22979313e-08,-1.66332988e-07,-4.15621884e-06,-3.60700867e-14,3.37252764e-10,-4.90761577e-08,-7.26304525e-10,-3.6795132e-07,6.60700981e-07,4.48831885e-05,-0.000126161471,-8.80475067e-05,1.19612617e-08,-0.000313019762,0.000145086042,1.45611352e-06,-7.30209321e-13,-5.35047579e-11,4.51344273e-05,-2.29002303e-05,1.49578828e-11,-4.90690623e-16,-1.16966776e-14,6.12817326e-06
-6.32333263e-10,1.45766722e-13,-2.77751595e-08,-0.000722483935,4.94170519e-09,-1.36036343e-13,2.97062076e-15,2.76621718e-08,2.91287762e-12,3.88121185e-11,-2.20803378e-08,-1.71529177e-08,3.93027304e-10,2.67046626e-06,3.32222156e-05,-8.69365107e-15,1.06793832e-15,6.68323266e-14,3.42532234e-16,-4.24427679e-07,-1.30264596e-10,-1.19693155e-14,-2.04435812e-14,1.67517517e-13,-2.17430147e-10,7.48596955e-16,-5.48018591e-10,1.46879163e-06,-1.87512345e-13,-6.19933935e-14,-4.15351961e-15,-2.79535512e-14
9.47224441e-14,1.44065e-318,-1.33039787e-10,1.19358072e-10,-1.32252791e-08,-2.9192586e-14,7.91318936e-10,0.000471837058,-0.000689419493,-2.20496695e-05,3.02291821e-12,-2.23853014e-14,-1.36801768e-13,-2.587952e-14,-9.29887674e-09,1.53295247e-12,3.26349498e-05,1.73043138e-11,-6.29122859e-11,3.16714264e-06,-4.33708108e-13,1.4252545e-12,2.16647513e-12,8.68066555e-13,-1.75607005e-06,3.41278359e-14,-1.11419641e-10,2.397676e-318,9.77410548e-07,-2.1252519e-08,-4.29704e-319,2.77621248e-12
-0.0104867241,0.00870433675,-0.237927036,0.231712099,0.00207825305,-0.00237960408,0.235531869,-0.237947923,0.00631795408,0.00754926601,-0.0029894508,0.0061761621,-0.00418485378,-0.00226467784,-0.00570105681,-0.013900321,-0.000636500085,-0.000907710618,0.236384549,-0.242167899,-0.00928431864,-0.000142507572,-0.244280971,0.236731729,0.00482136323,0.00740433837,0.00305478358,0.000271131235,-0.00421442676,-0.00720460162,0.00469432403,-0.0027370623
-7.47304763e-11,7.47166456e-11,5.28525564e-06,-1.93142711e-12,-0.000145182273,1.12319811e-08,1.53506716e-07,-0.000718973663,2.77119e-318,1.395404e-318,3.44910325e-08,-4.98445731e-13,-7.69355357e-13,1.17173368e-11,-0.000121631707,7.16430391e-13,1.95766887e-11,5.24343521e-06,7.33895607e-12,-1.69214482e-12,9.15860931e-16,-1.72085066e-07,1.10509176e-13,1.046164e-318,-1.21747625e-13,9.78748534e-15,1.39434823e-10,3.09088617e-15,-2.09808188e-11,3.84148445e-12,-2.72161207e-06,0.000697753746
-1.82154051e-15,5.65508203e-06,2.13441386e-08,-1.51582e-318,3.20442691e-11,-2.78379853e-12,7.42819437e-06,0.000679841354,-3.12358096e-07,-3.77376872e-15,7.44676685e-08,3.07439973e-10,-3.464705e-318,1.65458503e-15,1.68119701e-15,-7.06097833e-10,-6.37875649e-15,-1.18563951e-13,1.8056866e-07,-3.55615183e-12,-7.39609863e-05,-0.000469396394,9.08365817e-08,3.62525419e-14,-1.25522262e-11,-1.83092837e-06,-1.97619701e-16,-2.71686743e-06,1.04461728e-10,1.70846933e-13,-3.07566515e-11,-6.95497073e-14
-0.00256193,0.02044017,0.00477176,-0.0254057,0.00072889,-0.02222663,-0.0024343,0.03088795,-0.00170937,-0.01177201,0.00196272,0.01917236,0.00567909,0.02011127,-0.01236472,-0.02858391,0.00662498,0.34754483,-0.00964635,-0.34951516,-0.00888882,-0.35782484,0.01748455,0.35600409,-0.00094705,-0.33395918,-0.00203606,0.33589508,-0.003947,0.34828296,-0.00506388,-0.35273415
0.0092781,-0.01143481,-0.02806533,0.02431574,0.42206349,-0.42710567,-0.40698589,0.43805151,-0.01262388,0.01362824,0.01172115,-0.01233828,-0.41155783,0.41727864,0.40549086,-0.43570599,0.00417395,-0.00480722,-0.00276142,-0.00879725,0.00912223,0.00377181,0.0054843,0.00548369,0.00373546,-0.00539398,0.00372317,0.00329913,0.00360366,0.00455671,-0.005802,0.00090785
-0.366565757,-0.0056510175,-0.376610502,-0.0184433473,0.31495746,-0.00396478424,0.310387704,-0.00209759684,0.361893942,0.00775021472,0.377323702,0.00540877837,-0.318577943,0.00333640225,-0.319341457,-0.0058118661,0.378128949,0.0080862203,0.381718377,0.00432597224,-0.312816622,0.000376068321,-0.317711042,0.00719217137,-0.36320456,-0.0101793688,-0.375791708,-0.00894921736,0.302995333,-0.0029966471,0.317394509,-0.0065784486
-3.24226492e-07,2.12486242e-12,-1.87618194e-10,-3.30829974e-09,-4.2586208e-15,-0.00020958344,-3.46876067e-16,8.90809331e-15,3.41261247e-08,3.94534019e-07,-2.186735e-318,3.63329108e-10,-0.000120907823,-4.91481772e-15,-1.06796028e-09,-9.73021116e-16,1.79813879e-14,5.82324883e-14,-1.67701869e-11,1.67927942e-05,1.45351081e-12,8.22032532e-08,-2.84073472e-10,6.26327902e-09,8.62464107e-16,2.81574807e-05,-6.07249662e-10,-1.48538856e-08,1.51526707e-06,2.23345328e-08,-5.81752804e-15,-8.4096424e-09
0.02285018,-0.10524529,-0.09673316,-0.13651162,-0.09849805,-0.11725667,-0.18239197,-0.05111402,-0.10665836,-0.13052324,-0.1516125,-0.01300256,-0.13833748,0.01884527,0.03100626,-0.26457908,-0.06616775,-0.13060427,-0.13265806,-0.00196938,-0.14851591,0.01140417,-0.02448778,-0.3201411,-0.08649949,-0.03796959,-0.03034873,-0.26856654,-0.03574588,-0.28206674,-0.2595605,-0.13770197
3.39527905e-07,1.47654666e-08,-6.35590188e-09,9.53116613e-14,2.14236183e-08,1.20542726e-06,-6.21547633e-05,-3.1301349e-13,5.6190291e-06,-8.44187289e-14,2.93974696e-08,3.26894821e-07,-2.71755295e-12,-1.28823746e-09,-1.74274709e-09,-1.58960848e-15,1.23141267e-11,-1.59338961e-14,-3.73682944e-14,-1.57568648e-13,-2.95316051e-10,-2.29017196e-15,-2.54144163e-14,-5.14635218e-14,-9.43758206e-16,-1.07096782e-16,7.37035576e-07,3.19742644e-07,1.78892892e-15,-1.67631922e-05,7.44998975e-09,3.28900612e-10
0.00904007,-0.0021192,0.00849461,0.00639749,0.21201463,0.21019853,-0.24905911,-0.24733346,0.00219497,0.00078358,-0.00329475,-0.00104242,-0.21151859,-0.22105019,0.24793487,0.2472225,-0.01320257,-0.00739095,0.00314341,0.00696773,0.20032988,0.20014475,-0.24596661,-0.23498797,-0.00339312,0.00277323,0.00910249,0.00769374,-0.21255842,-0.20659182,0.24904129,0.25281239
0.18895502,-0.1883158,0.19465832,-0.20380277,-0.18175875,0.19997928,-0.18579852,0.19599605,-0.1687564,0.18910362,-0.16610351,0.1707988,0.16348973,-0.16294365,0.1535345,-0.16291397,0.20403193,-0.20559641,0.20747941,-0.20756977,-0.18562916,0.19714097,-0.18749261,0.18174295,-0.16466559,0.1633202,-0.18281946,0.16745245,0.15038348,-0.16103109,0.14452159,-0.16528117
-0.00643772,-0.0085722,-0.02658193,-0.02272677,-0.00722801,-0.00387588,-0.00557741,-0.00368042,-0.00744631,0.00297886,0.2990869,0.29369474,-0.00626939,0.00589885,0.30106363,0.29636847,0.01774435,0.00712661,0.02433704,0.01301145,0.01241885,-0.00136469,0.02146597,0.01090537,0.00067202,0.00194422,-0.30977948,-0.31434622,-0.00812813,-0.00809866,-0.31609315,-0.30946392
1.77273779e-09,-1.49435141e-05,2.62169181e-12,4.98821027e-14,7.41780175e-06,1.53970399e-10,-1.31347821e-07,6.70810309e-07,-1.6147191e-12,1.31450519e-10,1.39559123e-09,1.16024474e-11,1.21378006e-05,-1.789199e-10,-1.68217081e-06,-3.22267247e-13,5.55023388e-09,-4.53243834e-13,-2.56717979e-06,1.95556005e-06,1.00163449e-15,-1.4819196e-06,-7.641345e-05,1.2209704e-11,9.03582193e-07,8.19166405e-09,1.21958447e-09,-2.928268e-05,4.13369595e-06,-6.40689978e-12,-0.000362422386,2.85049947e-06
-0.00859491,0.00549274,0.01393201,-0.02426906,-0.42177684,0.41506114,0.40842414,-0.41867224,0.00952564,0.00420552,0.01549824,-0.00722479,-0.00455625,-0.01325014,0.00339896,-0.00250937,-0.00707562,-0.00245742,-0.01118332,0.00217486,0.40272501,-0.41680715,-0.40949923,0.41341735,-0.00475175,0.01283768,-0.0026603,-0.00762912,0.00615033,0.00817903,-0.01477206,-0.00541066
1.24199906e-15,-1.72445461e-15,-2.68444828e-09,-1.31811254e-09,-6.96250513e-15,8.45001176e-11,-7.3077245e-14,3.7817517e-09,-1.34699221e-06,8.58448859e-07,1.23730204e-09,0.000161431416,-4.39192833e-14,0.000348673193,2.90537798e-07,7.75593743e-07,2.87652675e-05,-2.02536956e-15,7.27768541e-05,3.50621679e-09,-7.40835095e-11,-9.2606566e-16,-1.27161305e-14,-0.000114597961,-0.000435133346,-3.93384379e-10,-1.42344265e-09,-2.84775952e-08,-5.78618985e-11,-7.74838747e-07,2.85450429e-11,4.1603411e-10
0.00297086784,-0.00348809007,0.000150597381,-0.00393423359,-0.00531999896,0.0100735162,-0.00148734566,-0.00618795058,0.00315461482,0.343600761,0.00144803204,-0.340110438,-0.00978471809,-0.348538724,-7.32065971e-05,0.337787071,-0.00379068176,-0.00583302271,-0.00986061418,0.00212295003,-0.00442658121,-0.000343803956,0.00263042572,0.0043155221,0.00158773121,0.340289325,-0.000145164151,-0.346633497,-0.00462884292,-0.339851553,0.0059777737,0.343738118
6.14135327e-14,-2.80111e-318,-8.1584397e-10,-1.78830917e-05,2.18127571e-15,5.2292227e-09,-1.50516567e-12,-1.43517389e-06,4.2348936e-14,9.4819e-319,-1.93523734e-05,-3.73145385e-16,-5.12321634e-07,9.05729395e-10,-1.0423e-319,3.64880833e-15,-3.64752146e-12,1.02784925e-09,-1.00654468e-10,0.000696493859,-3.64662173e-13,-0.000175609631,3.0992107e-15,7.89222108e-16,-3.39267681e-07,-1.81661975e-11,1.07157735e-12,6.08199369e-11,3.15185e-318,4.49714353e-09,-1.38632388e-09,-2.37176418e-14
-0.03397771,-0.03658419,-0.04140511,-0.04883988,-0.03889071,-0.05245845,-0.0541122,-0.03099102,-0.03617866,-0.04988879,-0.0386335,-0.04078954,-0.02747829,-0.03533946,-0.02053149,-0.01538407,-0.03082015,-0.03533881,-0.02886717,-0.04182448,-0.04293282,-0.01982653,-0.04792831,-0.02080438,-0.03494111,-0.03280459,-0.01501012,-0.02134163,-0.03747632,-0.02173734,-0.00911966,0.00070135
9.3104855e-10,-1.52947609e-09,1.14373281e-09,1.57803534e-06,5.31218582e-08,-1.47017335e-13,-3.20349155e-14,0.000411655096,2.53529918e-08,6.40676871e-08,-1.33492191e-15,-8.79857203e-11,2.84967545e-13,2.00386823e-06,-9.08377687e-15,1.66278689e-15,-2.57093334e-07,2.7385887e-06,-0.000465579211,3.0260607e-14,-1.02998934e-14,2.79248915e-12,-1.7593571e-10,-0.000679079147,2.1754779e-14,-7.63209587e-08,-3.33492346e-14,1.36975941e-05,-1.56096795e-12,-5.60819858e-13,2.78652364e-11,-7.84381534e-12
-0.000218941032,0.00448251563,-0.00597212573,0.00410256617,-0.287214758,-0.300674844,0.287078332,0.302336574,0.00865028044,0.00691363553,0.0111818564,0.0035139955,0.28158555,0.293638353,-0.292154954,-0.311167537,-0.0154480654,-0.0154857853,-0.000971083305,-0.0152401433,0.217477891,0.220500459,-0.205575947,-0.216627817,-0.00812792524,0.00754430305,-0.000629021999,-0.00611006296,-0.219817637,-0.223997969,0.211408197,0.216870687
-4.74717767e-13,-8.39522826e-10,-2.71372998e-14,1.74824331e-06,1.38705825e-12,-3.49519772e-15,-8.19619148e-15,0.000120887287,1.28855889e-12,-9.29629837e-16,-3.35723494e-05,1.3117657e-14,1.86185e-318,-3.88048035e-09,6.6985893e-15,5.2397176e-08,1.35673463e-14,-1.00048528e-13,-1.70213641e-14,7.35383697e-13,7.20428063e-05,-1.73522631e-09,-7.23526549e-08,-4.78367064e-05,2.75085686e-07,9.33674569e-16,-3.12834591e-11,-1.06557171e-08,-7.18014388e-07,-3.04084038e-05,3.14368203e-05,-7.3912348e-08
1.45069476e-14,-8.8635757e-07,-2.05730039e-05,3.16391981e-06,-5.56324614e-15,6.03517509e-13,3.11864614e-05,5.53188642e-08,-6.41178021e-05,-4.08084905e-13,-9.77260873e-11,5.35005068e-10,-6.81678454e-14,-5.35709073e-11,-1.24502699e-12,2.84440382e-07,6.6216047e-14,-2.58098623e-09,-2.09976126e-05,9.93360486e-15,-4.3510804e-06,-4.04481099e-13,7.51178678e-11,2.55420454e-15,3.07626669e-14,2.14622396e-09,-1.6760834e-07,1.36278026e-14,4.82929337e-11,1.40161944e-14,-7.18423934e-05,5.88158609e-08
-0.00487504,-0.00497557,-0.00383191,-0.00306768,-0.00406205,-0.00318042,-0.00212956,-0.00412052,-0.00430692,-0.00537356,-0.00290085,-0.00426227,-0.0041515,-0.00331143,-0.00311264,-0.00154476,-0.00517342,-0.00387196,-0.00428126,-0.00286257,-0.00456082,-0.00418541,-0.00425409,-0.00353046,-0.00482788,-0.00461124,-0.00353555,-0.0032135,-0.00343508,-0.00402638,-0.00348837,-0.00319741
0.03651065,0.01876984,0.0194211,0.05157106,0.02620361,0.09038576,-0.01410634,0.03213544,0.06206131,-0.02944716,-0.05608366,-0.00405263,0.07159141,0.04924571,0.13416637,0.17164262,0.11824279,0.07518387,0.05875429,0.10012114,0.03825312,0.01564381,-0.07232775,-0.04545421,0.0743724,-0.01832443,0.02629475,0.05101053,-0.01168941,-0.00687779,0.05545603,0.04026113
9.78571581e-14,6.63611832e-09,3.66651186e-12,4.36617892e-13,4.68806924e-08,-2.38351613e-14,1.61820594e-14,-6.70210139e-08,1.002866e-12,3.97945784e-06,-2.92811716e-07,-1.64339534e-08,9.15334934e-14,-5.71513924e-15,1.07197134e-15,-0.000413298922,5.12604633e-15,-1.28517776e-06,-1.71440489e-14,-6.79997495e-05,-3.75840348e-14,2.35645416e-09,-3.09743276e-07,-3.48391169e-15,-3.07320033e-11,-0.000426780195,2.16535112e-09,-2.02573559e-15,1.07876675e-08,3.13862041e-12,-2.83481692e-08,3.13688235e-14
-2.50319322e-07,-1.01210574e-15,7.80467719e-13,3.48281136e-14,-0.000168608685,-1.21170597e-11,-5.38481246e-08,-6.09303735e-14,-1.00076834e-13,1.49897852e-13,1.01428001e-07,0.000204240773,-1.70457847e-10,-1.0721435e-08,2.63345991e-10,2.09950667e-07,-1.29407595e-13,2.10958681e-11,-2.92600823e-15,-3.294697e-318,-1.00141197e-08,7.62106877e-07,2.71662061e-07,8.35939235e-15,2.24468719e-10,-2.3767551e-09,2.50464209e-06,-4.37076705e-13,1.60509134e-12,2.5821179e-15,0.000679423726,0.000614344442
-3.76737128e-14,2.55611314e-06,-1.13529045e-10,-1.58975648e-09,8.84302939e-14,-1.26751473e-06,0.000176665447,-7.38380106e-13,-1.29856833e-05,1.7409249e-07,-4.11706152e-07,-4.19963037e-05,-2.47327634e-06,-4.76901446e-12,7.25141646e-06,7.00310837e-11,-7.91531538e-05,1.15358786e-09,-2.65482966e-06,-2.37329579e-11,-9.54628438e-10,6.06406405e-09,1.50192303e-12,2.2296537e-12,2.62310138e-06,-3.56733253e-12,-3.42171619e-05,2.2462e-318,5.96950242e-17,-2.9117516e-07,1.14495403e-07,7.82219075e-13
6.82128217e-16,2.95527e-318,-1.5383232e-05,-0.000192289308,9.05290821e-06,1.04403286e-14,1.52385813e-09,4.22249975e-09,3.4975543e-05,3.65852e-318,1.0780798e-11,7.97967756e-09,9.26244804e-10,-0.000203515507,-3.49407916e-11,-1.72845873e-07,1.6704e-319,6.47418697e-10,-3.99184072e-09,-4.19653549e-07,-3.69401565e-08,-2.74614418e-12,3.32834866e-05,2.9616e-319,2.30395507e-15,8.13902699e-14,1.72800724e-05,2.61159846e-05,1.22652853e-05,-9.6171034e-12,-5.89738948e-09,-8.82651005e-06
3.64416861e-15,2.08124424e-13,-2.25540595e-15,-2.98615203e-12,-7.7225568e-08,2.16770787e-09,1.12010261e-11,1.88576e-318,3.18548908e-12,1.25561855e-14,4.70002283e-12,-0.000353824236,-7.96790357e-08,0.000335138197,1.96264961e-11,5.80289695e-09,5.085955e-10,3.03545904e-11,-4.06615337e-10,1.01685655e-11,-3.50905e-319,-6.45715978e-07,1.249324e-318,6.91742292e-13,9.0729894e-10,3.05512195e-07,3.43170357e-12,1.468773e-318,7.42643415e-06,-7.92534342e-08,-1.68185273e-06,1.25942606e-08
